replicate,pop,gen,prefS,Fis,selModel
9,STL,2,0.2,-0.4678,hetIncompLocusPref
9,STM,2,0.2,-0.2056,hetIncompLocusPref
9,STH,2,0.2,-0.37,hetIncompLocusPref
9,STL,3,0.2,-0.1807,hetIncompLocusPref
9,STM,3,0.2,-0.5312,hetIncompLocusPref
9,STH,3,0.2,-0.3243,hetIncompLocusPref
9,STL,4,0.2,-0.2727,hetIncompLocusPref
9,STM,4,0.2,-0.5077,hetIncompLocusPref
9,STH,4,0.2,-0.2564,hetIncompLocusPref
9,STL,5,0.2,-0.1951,hetIncompLocusPref
9,STM,5,0.2,-0.3022,hetIncompLocusPref
9,STH,5,0.2,-0.2564,hetIncompLocusPref
9,STL,6,0.2,-0.1951,hetIncompLocusPref
9,STM,6,0.2,-0.3425,hetIncompLocusPref
9,STH,6,0.2,-0.053,hetIncompLocusPref
9,STL,7,0.2,-0.074,hetIncompLocusPref
9,STM,7,0.2,-0.225,hetIncompLocusPref
9,STH,7,0.2,0.0631,hetIncompLocusPref
