replicate,pop,gen,prefS,H0,selModel
9,STL,18,0.6,0.4,disIncompLocusPref
9,STM,18,0.6,0.52,disIncompLocusPref
9,STH,18,0.6,0.24,disIncompLocusPref
9,STL,19,0.6,0.34,disIncompLocusPref
9,STM,19,0.6,0.44,disIncompLocusPref
9,STH,19,0.6,0.42,disIncompLocusPref
9,STL,20,0.6,0.38,disIncompLocusPref
9,STM,20,0.6,0.5,disIncompLocusPref
9,STH,20,0.6,0.22,disIncompLocusPref
10,STL,1,0.6,1,disIncompLocusPref
10,STM,1,0.6,1,disIncompLocusPref
10,STH,1,0.6,1,disIncompLocusPref
10,STL,2,0.6,0.64,disIncompLocusPref
10,STM,2,0.6,0.68,disIncompLocusPref
10,STH,2,0.6,0.66,disIncompLocusPref
10,STL,3,0.6,0.56,disIncompLocusPref
10,STM,3,0.6,0.48,disIncompLocusPref
10,STH,3,0.6,0.54,disIncompLocusPref
10,STL,4,0.6,0.52,disIncompLocusPref
10,STM,4,0.6,0.38,disIncompLocusPref
10,STH,4,0.6,0.36,disIncompLocusPref
10,STL,5,0.6,0.42,disIncompLocusPref
10,STM,5,0.6,0.34,disIncompLocusPref
10,STH,5,0.6,0.42,disIncompLocusPref
10,STL,6,0.6,0.36,disIncompLocusPref
10,STM,6,0.6,0.48,disIncompLocusPref
10,STH,6,0.6,0.38,disIncompLocusPref
