replicate,pop,gen,prefS,H0,selModel
9,STM,8,0.4,0.32,hetGenWidePref
9,STH,8,0.4,0.32,hetGenWidePref
9,STL,9,0.4,0.3,hetGenWidePref
9,STM,9,0.4,0.34,hetGenWidePref
9,STH,9,0.4,0.3,hetGenWidePref
9,STL,10,0.4,0.24,hetGenWidePref
9,STM,10,0.4,0.3,hetGenWidePref
9,STH,10,0.4,0.22,hetGenWidePref
9,STL,11,0.4,0.16,hetGenWidePref
9,STM,11,0.4,0.24,hetGenWidePref
9,STH,11,0.4,0.3,hetGenWidePref
9,STL,12,0.4,0.08,hetGenWidePref
9,STM,12,0.4,0.3,hetGenWidePref
9,STH,12,0.4,0.32,hetGenWidePref
9,STL,13,0.4,0.04,hetGenWidePref
9,STM,13,0.4,0.44,hetGenWidePref
9,STH,13,0.4,0.32,hetGenWidePref
9,STL,14,0.4,0.08,hetGenWidePref
9,STM,14,0.4,0.36,hetGenWidePref
9,STH,14,0.4,0.3,hetGenWidePref
9,STL,15,0.4,0.04,hetGenWidePref
9,STM,15,0.4,0.32,hetGenWidePref
9,STH,15,0.4,0.24,hetGenWidePref
9,STL,16,0.4,0.06,hetGenWidePref
9,STM,16,0.4,0.36,hetGenWidePref
9,STH,16,0.4,0.16,hetGenWidePref
9,STL,17,0.4,0.04,hetGenWidePref
9,STM,17,0.4,0.22,hetGenWidePref
9,STH,17,0.4,0.08,hetGenWidePref
9,STL,18,0.4,0.08,hetGenWidePref
9,STM,18,0.4,0.18,hetGenWidePref
9,STH,18,0.4,0.06,hetGenWidePref
9,STL,19,0.4,0.04,hetGenWidePref
9,STM,19,0.4,0.1,hetGenWidePref
9,STH,19,0.4,0.06,hetGenWidePref
9,STL,20,0.4,0.02,hetGenWidePref
9,STM,20,0.4,0.12,hetGenWidePref
9,STH,20,0.4,0.08,hetGenWidePref
10,STL,1,0.4,1,hetGenWidePref
10,STM,1,0.4,1,hetGenWidePref
10,STH,1,0.4,1,hetGenWidePref
10,STL,2,0.4,0.66,hetGenWidePref
10,STM,2,0.4,0.64,hetGenWidePref
10,STH,2,0.4,0.68,hetGenWidePref
10,STL,3,0.4,0.62,hetGenWidePref
10,STM,3,0.4,0.6,hetGenWidePref
10,STH,3,0.4,0.52,hetGenWidePref
10,STL,4,0.4,0.5,hetGenWidePref
10,STM,4,0.4,0.52,hetGenWidePref
10,STH,4,0.4,0.3,hetGenWidePref
10,STL,5,0.4,0.46,hetGenWidePref
10,STM,5,0.4,0.4,hetGenWidePref
10,STH,5,0.4,0.22,hetGenWidePref
10,STL,6,0.4,0.38,hetGenWidePref
10,STM,6,0.4,0.28,hetGenWidePref
10,STH,6,0.4,0.26,hetGenWidePref
10,STL,7,0.4,0.46,hetGenWidePref
10,STM,7,0.4,0.28,hetGenWidePref
10,STH,7,0.4,0.22,hetGenWidePref
10,STL,8,0.4,0.26,hetGenWidePref
10,STM,8,0.4,0.32,hetGenWidePref
10,STH,8,0.4,0.2,hetGenWidePref
10,STL,9,0.4,0.32,hetGenWidePref
10,STM,9,0.4,0.2,hetGenWidePref
10,STH,9,0.4,0.22,hetGenWidePref
10,STL,10,0.4,0.2,hetGenWidePref
10,STM,10,0.4,0.18,hetGenWidePref
10,STH,10,0.4,0.22,hetGenWidePref
10,STL,11,0.4,0.26,hetGenWidePref
10,STM,11,0.4,0.2,hetGenWidePref
10,STH,11,0.4,0.28,hetGenWidePref
10,STL,12,0.4,0.34,hetGenWidePref
10,STM,12,0.4,0.22,hetGenWidePref
10,STH,12,0.4,0.22,hetGenWidePref
10,STL,13,0.4,0.32,hetGenWidePref
10,STM,13,0.4,0.2,hetGenWidePref
10,STH,13,0.4,0.18,hetGenWidePref
10,STL,14,0.4,0.24,hetGenWidePref
10,STM,14,0.4,0.26,hetGenWidePref
10,STH,14,0.4,0.26,hetGenWidePref
10,STL,15,0.4,0.2,hetGenWidePref
10,STM,15,0.4,0.12,hetGenWidePref
10,STH,15,0.4,0.42,hetGenWidePref
