replicate,pop,gen,prefS,Fis,selModel
7,STH,19,0.6,NaN,hetGenWidePref
7,STL,20,0.6,-0.0208,hetGenWidePref
7,STM,20,0.6,0.0631,hetGenWidePref
7,STH,20,0.6,NaN,hetGenWidePref
8,STL,1,0.6,-1,hetGenWidePref
8,STM,1,0.6,-1,hetGenWidePref
8,STH,1,0.6,-1,hetGenWidePref
8,STL,2,0.6,-0.3022,hetGenWidePref
8,STM,2,0.6,-0.3611,hetGenWidePref
8,STH,2,0.6,-0.4627,hetGenWidePref
8,STL,3,0.6,-0.2564,hetGenWidePref
8,STM,3,0.6,-0.3803,hetGenWidePref
8,STH,3,0.6,-0.4203,hetGenWidePref
8,STL,4,0.6,-0.3067,hetGenWidePref
8,STM,4,0.6,-0.2171,hetGenWidePref
8,STH,4,0.6,-0.115,hetGenWidePref
8,STL,5,0.6,-0.1557,hetGenWidePref
8,STM,5,0.6,-0.2727,hetGenWidePref
8,STH,5,0.6,-0.1667,hetGenWidePref
8,STL,6,0.6,-0.2727,hetGenWidePref
8,STM,6,0.6,-0.2099,hetGenWidePref
8,STH,6,0.6,-0.1264,hetGenWidePref
8,STL,7,0.6,-0.3611,hetGenWidePref
8,STM,7,0.6,-0.2099,hetGenWidePref
8,STH,7,0.6,-0.1264,hetGenWidePref
8,STL,8,0.6,-0.115,hetGenWidePref
8,STM,8,0.6,-0.2099,hetGenWidePref
8,STH,8,0.6,-0.0769,hetGenWidePref
8,STL,9,0.6,-0.1951,hetGenWidePref
8,STM,9,0.6,-0.1529,hetGenWidePref
8,STH,9,0.6,-0.0652,hetGenWidePref
8,STL,10,0.6,-0.1395,hetGenWidePref
8,STM,10,0.6,-0.0769,hetGenWidePref
8,STH,10,0.6,-0.0426,hetGenWidePref
8,STL,11,0.6,-0.1395,hetGenWidePref
8,STM,11,0.6,-0.1395,hetGenWidePref
8,STH,11,0.6,-0.0652,hetGenWidePref
8,STL,12,0.6,-0.1264,hetGenWidePref
8,STM,12,0.6,-0.1395,hetGenWidePref
8,STH,12,0.6,-0.1136,hetGenWidePref
8,STL,13,0.6,-0.1011,hetGenWidePref
8,STM,13,0.6,-0.1136,hetGenWidePref
8,STH,13,0.6,-0.1264,hetGenWidePref
8,STL,14,0.6,-0.0652,hetGenWidePref
8,STM,14,0.6,-0.0889,hetGenWidePref
8,STH,14,0.6,0.0134,hetGenWidePref
8,STL,15,0.6,-0.1136,hetGenWidePref
8,STM,15,0.6,-0.0769,hetGenWidePref
8,STH,15,0.6,-0.0889,hetGenWidePref
8,STL,16,0.6,-0.1011,hetGenWidePref
8,STM,16,0.6,-0.1136,hetGenWidePref
8,STH,16,0.6,-0.1011,hetGenWidePref
8,STL,17,0.6,-0.1011,hetGenWidePref
8,STM,17,0.6,-0.1136,hetGenWidePref
8,STH,17,0.6,-0.1264,hetGenWidePref
8,STL,18,0.6,-0.1264,hetGenWidePref
8,STM,18,0.6,-0.1011,hetGenWidePref
8,STH,18,0.6,-0.1264,hetGenWidePref
8,STL,19,0.6,-0.0426,hetGenWidePref
8,STM,19,0.6,-0.0426,hetGenWidePref
8,STH,19,0.6,-0.1264,hetGenWidePref
8,STL,20,0.6,-0.0426,hetGenWidePref
8,STM,20,0.6,-0.0208,hetGenWidePref
8,STH,20,0.6,-0.1667,hetGenWidePref
9,STL,1,0.6,-1,hetGenWidePref
9,STM,1,0.6,-1,hetGenWidePref
9,STH,1,0.6,-1,hetGenWidePref
9,STL,2,0.6,-0.3936,hetGenWidePref
9,STM,2,0.6,-0.5077,hetGenWidePref
9,STH,2,0.6,-0.5806,hetGenWidePref
9,STL,3,0.6,-0.2727,hetGenWidePref
9,STM,3,0.6,-0.4,hetGenWidePref
9,STH,3,0.6,-0.4177,hetGenWidePref
9,STL,4,0.6,-0.053,hetGenWidePref
9,STM,4,0.6,-0.2379,hetGenWidePref
9,STH,4,0.6,-0.5312,hetGenWidePref
9,STL,5,0.6,-0.1395,hetGenWidePref
9,STM,5,0.6,-0.1951,hetGenWidePref
9,STH,5,0.6,-0.259,hetGenWidePref
9,STL,6,0.6,-0.1011,hetGenWidePref
9,STM,6,0.6,-0.1264,hetGenWidePref
9,STH,6,0.6,-0.3611,hetGenWidePref
9,STL,7,0.6,-0.1264,hetGenWidePref
9,STM,7,0.6,-0.1667,hetGenWidePref
9,STH,7,0.6,-0.2895,hetGenWidePref
9,STL,8,0.6,-0.1529,hetGenWidePref
9,STM,8,0.6,-0.1011,hetGenWidePref
9,STH,8,0.6,-0.2727,hetGenWidePref
9,STL,9,0.6,-0.0889,hetGenWidePref
9,STM,9,0.6,-0.0652,hetGenWidePref
9,STH,9,0.6,-0.115,hetGenWidePref
9,STL,10,0.6,-0.0652,hetGenWidePref
9,STM,10,0.6,-0.1011,hetGenWidePref
9,STH,10,0.6,-0.2099,hetGenWidePref
9,STL,11,0.6,-0.0538,hetGenWidePref
9,STM,11,0.6,-0.1667,hetGenWidePref
9,STH,11,0.6,-0.1667,hetGenWidePref
9,STL,12,0.6,-0.0769,hetGenWidePref
9,STM,12,0.6,-0.1136,hetGenWidePref
9,STH,12,0.6,-0.1264,hetGenWidePref
9,STL,13,0.6,-0.0769,hetGenWidePref
9,STM,13,0.6,-0.1136,hetGenWidePref
9,STH,13,0.6,0.0375,hetGenWidePref
9,STL,14,0.6,-0.0769,hetGenWidePref
9,STM,14,0.6,-0.0889,hetGenWidePref
9,STH,14,0.6,-0.0889,hetGenWidePref
9,STL,15,0.6,-0.0426,hetGenWidePref
9,STM,15,0.6,-0.1136,hetGenWidePref
9,STH,15,0.6,-0.1011,hetGenWidePref
9,STL,16,0.6,-0.0426,hetGenWidePref
9,STM,16,0.6,-0.0316,hetGenWidePref
9,STH,16,0.6,-0.0769,hetGenWidePref
9,STL,17,0.6,-0.0316,hetGenWidePref
9,STM,17,0.6,-0.0208,hetGenWidePref
9,STH,17,0.6,-0.0889,hetGenWidePref
9,STL,18,0.6,-0.0426,hetGenWidePref
9,STM,18,0.6,0,hetGenWidePref
9,STH,18,0.6,-0.0426,hetGenWidePref
9,STL,19,0.6,-0.0316,hetGenWidePref
9,STM,19,0.6,NaN,hetGenWidePref
9,STH,19,0.6,-0.0538,hetGenWidePref
9,STL,20,0.6,-0.0103,hetGenWidePref
9,STM,20,0.6,NaN,hetGenWidePref
9,STH,20,0.6,-0.0426,hetGenWidePref
10,STL,1,0.6,-1,hetGenWidePref
10,STM,1,0.6,-1,hetGenWidePref
10,STH,1,0.6,-1,hetGenWidePref
10,STL,2,0.6,-0.1851,hetGenWidePref
10,STM,2,0.6,-0.4425,hetGenWidePref
